order_id,customer_id,order_date,status,region_code
ORD00731,CUST00567,2025-04-03 21:01:06,SHIPPED,EU-WEST
ORD00732,CUST00161,2026-05-31 19:21:07,DELIVERED,US-WEST
ORD00733,CUST00340,2026-06-20 09:36:47,PLACED,US-EAST
ORD00734,CUST00540,2026-02-04 16:15:06,PLACED,US-WEST
ORD00735,CUST00025,2025-12-17 20:04:26,DELIVERED,US-EAST
ORD00736,CUST00387,23-01-2026,PLACED,US-EAST
ORD00737,,2025-06-05 03:28:44,RETURNED,APAC-EAST
ORD00738,CUST00320,2026-04-24 19:26:48,PLACED,EU-WEST
ORD00739,CUST00208,2026-04-18 15:26:25,CANCELLED,APAC-EAST
ORD00740,CUST00096,2026-02-22 10:13:24,DELIVERED,APAC-EAST
ORD00741,CUST00547,2025-10-20 01:16:44,CANCELLED,APAC-EAST
ORD00742,CUST00560,2025-12-18 08:15:26,RETURNED,US-EAST
ORD00743,CUST00238,2026-01-04 20:25:40,PLACED,EU-WEST
ORD00744,CUST00086,2026-03-27 08:18:12,CANCELLED,LATAM-SOUTH
ORD00745,CUST00145,2026-06-03 20:06:54,RETURNED,LATAM-SOUTH
ORD00746,CUST00061,2026-05-22 10:35:58,DELIVERED,EU-WEST
ORD00747,CUST00038,2026-03-22 18:41:32,DELIVERED,US-WEST
ORD00748,CUST00501,2026-02-12 10:21:48,SHIPPED,EU-WEST
ORD00749,CUST00495,2026-06-06 05:41:43,PLACED,APAC-EAST
ORD00750,CUST00385,2025-03-02 06:17:07,RETURNED,US-EAST
ORD00751,CUST00449,2025-06-22 13:08:18,CANCELLED,APAC-EAST
ORD00752,CUST00538,13-05-2026,CANCELLED,APAC-EAST
ORD00753,CUST00121,2026-02-21 09:35:28,RETURNED,EU-WEST
ORD00754,CUST00381,2026-01-15 10:45:51,DELIVERED,LATAM-SOUTH
ORD00755,CUST00381,2026-02-06 22:48:03,CANCELLED,US-WEST
ORD00756,CUST00139,2026-02-10 10:20:48,PLACED,EU-WEST
ORD00757,CUST00154,2025-07-08 16:08:17,SHIPPED,US-WEST
ORD00758,CUST00551,2025-06-14 10:23:31,RETURNED,APAC-EAST
ORD00759,CUST00069,2026-05-22 10:52:51,DELIVERED,US-EAST
ORD00760,CUST00282,2026-04-20 22:44:43,DELIVERED,EU-WEST
ORD00761,CUST00413,2025-12-29 07:25:29,SHIPPED,US-EAST
ORD00762,CUST00106,2025-11-06 08:28:39,DELIVERED,LATAM-SOUTH
ORD00763,CUST00535,2026-05-31 18:56:06,RETURNED,LATAM-SOUTH
ORD00764,CUST00485,2026-02-11 07:42:55,SHIPPED,US-EAST
ORD00765,CUST00151,2026-06-11 22:05:14,DELIVERED,US-EAST
ORD00766,CUST00054,2026-05-06 03:34:58,CANCELLED,EU-WEST
ORD00767,CUST00121,2026-04-13 13:27:28,CANCELLED,APAC-EAST
ORD00768,CUST00535,2026-03-15 04:57:20,SHIPPED,US-WEST
ORD00769,CUST00285,2026-04-20 16:54:07,CANCELLED,APAC-EAST
ORD00770,CUST00257,11-03-2026,DELIVERED,US-WEST
ORD00771,CUST00375,2026-05-30 11:10:38,CANCELLED,US-WEST
ORD00772,CUST00196,2025-12-14 20:43:51,SHIPPED,APAC-EAST
ORD00773,,2025-11-14 11:57:30,PLACED,EU-WEST
ORD00774,CUST00515,2026-01-20 08:27:00,PLACED,EU-WEST
ORD00775,,2025-09-17 09:58:56,PLACED,LATAM-SOUTH
ORD00776,CUST00483,2026-06-06 21:42:15,CANCELLED,US-WEST
ORD00777,CUST00559,2025-04-12 14:53:19,PLACED,LATAM-SOUTH
ORD00778,CUST00157,2026-03-08 13:00:26,PLACED,APAC-EAST
ORD00779,CUST00123,2026-05-10 17:15:24,DELIVERED,US-EAST
ORD00780,CUST00285,2025-12-17 20:20:48,RETURNED,US-EAST
ORD00781,CUST00325,02-06-2025,DELIVERED,LATAM-SOUTH
ORD00782,CUST00413,2026-02-20 13:57:55,PLACED,US-WEST
ORD00783,CUST00514,08-02-2026,SHIPPED,APAC-EAST
ORD00784,CUST00204,2026-03-24 02:49:20,PLACED,EU-WEST
ORD00785,CUST00360,2025-11-27 08:08:11,PLACED,LATAM-SOUTH
ORD00786,CUST00091,2025-08-13 02:02:27,PLACED,US-WEST
ORD00787,CUST00021,2026-05-23 12:10:55,SHIPPED,EU-WEST
ORD00788,CUST00253,2026-05-23 09:31:57,SHIPPED,US-WEST
ORD00789,CUST00389,2025-12-25 03:44:22,SHIPPED,LATAM-SOUTH
ORD00790,CUST00232,2025-10-21 11:41:22,SHIPPED,EU-WEST
ORD00791,CUST00451,2026-04-01 15:26:24,RETURNED,EU-WEST
ORD00792,CUST00536,2025-12-13 12:16:01,RETURNED,APAC-EAST
ORD00793,CUST00583,2026-05-19 07:38:08,DELIVERED,US-WEST
ORD00794,CUST00516,2025-10-28 20:36:22,RETURNED,US-WEST
ORD00795,CUST00479,2026-04-28 16:21:45,SHIPPED,APAC-EAST
ORD00796,CUST00331,2025-11-12 10:57:17,RETURNED,US-EAST
ORD00797,CUST00108,2025-02-04 14:58:19,CANCELLED,APAC-EAST
ORD00798,CUST00103,2026-04-18 06:39:40,SHIPPED,APAC-EAST
ORD00799,CUST00023,2026-05-25 02:11:24,RETURNED,APAC-EAST
ORD00800,CUST00485,2026-04-16 12:51:47,RETURNED,EU-WEST
